"Locher Peter";"Die indirekte Teilliquidation im Recht der direkten Bundessteuer";"3 7272 9220 2";219-238;Druckerzeugnis;"05.12.2003 08:19";"In: Reich, M. & Zweifel, M., (Hrsg.): Das schweizerische Steuerrecht - Eine Standortbestimmung Festschrift zum 70. Geburtstag von Prof. Dr. Ferdinand Zuppinger";Haupt-Bibliothek;-;Bern;"Stämpfli & Cie AG";-;;PE;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Einkommen Selbständigerwerbender, Unternehmungsbesteuerung";;export;0991729;260116440
"Elsasser Hans";"Die Standortanforderungen der schweizerischen Industrie";;40;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AJ 161";Zürich;"Institut für Orts-, Regional- und Landesplanung an der ETHZ";1969;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991730;093556896
"Probst Rudolf";"Die Ordnung der Finanzen bei der Regionalplanung - Herausforderung zur Planung des Rechts";;109-132;Druckerzeugnis;"05.12.2003 08:19";"In: diverse, (Hrsg.): Festschrift für Irene Blumenstein - Überreicht zum 70. Geburtstag am 23. April 1966";Haupt-Bibliothek;-;Bern;Genossenschaftsbuchdruckerei;-;;WB;;;"Uebrige Literatur";"Oeffentliches Recht";;export;0991732;103683321
"Reiss Wolfram";Umsatzsteuerrecht;978-3-86752-040-9;308;Druckerzeugnis;"04.08.2010 12:05";"10. A.";"HB Steuerrecht";"QB 377";Münster;"Alpmann und Schmidt";2009;;QB;;;Verbrauchsteuern;Umsatzsteuer;;reimport;0991735;51592489X
"Bouchat Sandy";"Die EG-Programme im Bereich von allgemeiner und beruflicher Bildung";;78;Druckerzeugnis;"05.12.2003 08:19";"Die Schweizer Beteiligung im Überblick Reihe: Wissenschaftspolitik, Beiheft 57";Haupt-Bibliothek;"EJ 121";Bern;EDMZ;1992;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991737;120324024
"Bericht der Eidgenössischen Expertenkommission für die Neuordnung der Krankenversicherung";"Bericht der Eidgenössischen Expertenkommission für die Neuordnung der Krankenversicherung vom 11. Februar 1972";;283;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AF 123";Bern;"Eidgenössische Drucksachen- und Materialzentrale";1972;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;export;0991738;517887479
"Klemmer Paul";"Der Metropolisierungsgrad der Stadtregionen";3.7792.5332.1;113;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AJ 188";Hannover;"Gebr. Jänecke Verlag";1971;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;export;0991739;264209966
OECD;"Assessing the Impacts of Proposed Laws and Regulations";;87;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"EA 291";Paris;OECD;1997;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;export;0991746;426753003
"Rupp Friedrich";"Der Gesetzestatbestand der Rückstellungen im Bilanzsteuerrecht";3-631-42392-6;183;Druckerzeugnis;"05.12.2003 08:19";"Europäische Hochschulschriften, Reihe II, Bd. 1003";Haupt-Bibliothek;"PE 0468";"Frankfurt am Main";"Peter Lang GmbH";1991;;PE;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Einkommen Selbständigerwerbender, Unternehmungsbesteuerung";;reimport;0991757;284650331
"Schwarz Stefan";"Die GmbH als Konzerntochtergesellschaft";3-503-02063-2;287;Druckerzeugnis;05.12.2003;"Recht, Steuer, Betriebswirtschaft";Haupt-Bibliothek;"PN 230";Bielefeld;"Erich Schmidt Verlag GmbH & Co.";1988;;PN;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Besondere Arten von juristischen Personen";;reimport;0991761;515923613
"Sik Ota/Frickhöffer Wolfgang/Rapold Max";"Auf der Suche nach der humanen Wirtschaft Drei Modelle";;68;Druckerzeugnis;20.04.2004;"Gruppenberichte vom XVIII. Giessbach-Seminar des Redressement National, 18. bis 20. September 1969";Haupt-Bibliothek;"AK 0145";Zürich;"Redressement National";1970;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;export;0991764;529594285
"Leuzinger Hans W.";"Die deutschen Vermögenswerte in der Schweiz und ihre statistische Erfassung";;313;Druckerzeugnis;"05.12.2003 08:19";"auf Grund des Abkommens von Washington vom 25.5.1946 und des Ablösungsabkommens vom 26.8.1952- Dissertation";Haupt-Bibliothek;"AE 106";Winterthur;"Verlag P. G. Keller";1960;;YJ;;;Wirtschaftswissenschaften;"Volkswirtschaftliches Rechnungswesen. Sonstiges, einzelnen Gruppen nicht zuweisbares statistisches Material";;export;0991767;280190735
"Scheil Xenia B.";"Besteuerung von Alterseinkünften";3.88259.281.8;196;Druckerzeugnis;10.12.2004;"Verteilungswirkungen der steuerlichen Behandlung im internationalen Vergleich";Haupt-Bibliothek;"AH 192";München;"V. Florentz GmbH";1983;;YV;;;Wirtschaftswissenschaften;"Arbeitnehmerfragen (Labor Economics)";;export;0991772;276624238
